CellNumber,GrowthRate,birthLength,LifeHistory,AverageVelocity,AverageLength
1,0.278890461745471,39,5,-6.03382940522391,60
2,0.0958940241505937,42,4,-2.30101907100649,48
3,0.134200277542313,38,5,-0.665451415818848,49.2
4,0.127446124814395,62,3,-1.82000988707517,70.6666666666667
5,0.111923157587085,44,6,0.769394481708692,58.3333333333333
6,0.126567451807532,44,5,-2.04258808119323,57.4
7,0.113563818069399,40,5,0.483650387447517,50
8,0.116102231422739,48,4,-0.331846022257153,57.75
9,0.138629436111989,43,6,-0.0148872263166974,63.5
10,0.0884380418436951,40,7,-4.26581116097494,53.7142857142857
11,0.116072171252754,65,2,-4.5815508130737,69
12,0.0764751926382491,32,9,-4.81050614714246,45.1111111111111
13,0.108626994066182,37,7,-2.11354340486007,52.2857142857143
14,0.0940007258491471,40,6,2.24976663899677,51
15,0.0984952970195589,44,6,-1.06477708896916,57.1666666666667
16,0.0373858040690237,40,10,3.83507641499564,61
17,0.044351401145609,37,13,1.40339626389403,49.6153846153846
18,0.103243294480173,37,6,-2.28075099838071,48.5
19,0.0870766735670541,48,5,0.576116066808606,57.8
20,0.0715393268446413,40,8,-1.18319253342283,52.125
21,0.0915179683895013,41,7,-1.60252820295156,53.5714285714286
22,0.0874184371199372,43,5,1.10374153860286,51.2
23,0.0832861116321345,43,5,-0.629584814011446,50.2
24,-0.00641166179844382,40,9,-1.30981222131159,48
25,0.226680320214501,42,5,0.876571362874756,58.6
26,0.0730178553542283,49,4,3.69583005652333,53.75
27,0.0975406412690274,35,6,-2.07627534195546,44.8333333333333
28,0.0702795773675778,38,6,0.661476957693575,44.1666666666667
29,0.0792238839590399,41,4,-1.92413564535825,46
30,0.0971644974479459,40,5,-0.133483122122323,48.2
31,0.0979096450637412,38,6,3.27226309128202,47.8333333333333
32,0.0753364179596002,36,8,1.88458350588274,47
33,0.105371277590111,33,8,-1.31142621173561,47.25
34,0.0850814514843008,37,5,0.452022393352206,43.8
35,0.0788812840744876,38,7,-0.285254359177998,47.8571428571429
36,0.0736387920465066,36,7,-1.34970641162507,44.8571428571429
37,0.0925876337806496,35,7,-0.379256448879841,45.7142857142857
38,0.105104470596435,33,7,2.25258071501375,44.8571428571429
39,NaN,39,1,0,39
40,0.0841180591553033,40,5,-2.45942539883578,47.4
41,0.0939892415133231,33,7,-6.63639539826872,44.2857142857143
42,0.100128976738155,34,7,-3.77408736657144,45.1428571428571
43,0.0778929533523447,42,6,4.25475737412796,50.3333333333333
44,0.0725810987378737,32,6,2.12925188592682,38.3333333333333
45,0.0979096450637412,38,6,4.68890851893068,47.8333333333333
46,0.0514630135510372,35,5,-2.64756297414527,38.4
47,0.0637230624071975,31,5,-1.49928648151072,35
48,0.109826400376747,41,4,-3.20290405244278,48.25
49,0.0924367563765214,38,5,-0.0320493937045626,45.4
50,0.108829517814461,44,5,0.410704968481627,54
51,-0.0923400258665121,68,5,-3.30713203455799,46.2
52,0.0784143897137605,38,5,3.91373444873667,44.8
53,0.0736998850551612,35,5,-0.495791688115071,40.8
54,0.107194541375821,29,4,-4.84459332467958,34.5
55,0.0743811837714032,32,4,-2.6818644515774,35.75
56,0.081707486010995,36,4,0.568018975255271,40.5
57,0.0970780072204787,42,3,0.317361835103062,46.3333333333333
58,0.127664084085369,30,4,1.04103932295087,37.5
59,0.0987552720477241,29,4,3.1142551735557,34
60,0.111048148842846,43,4,0.989649931069962,51
61,0.108532252618914,33,3,-1.7871606826955,37
62,0.0989128716649599,32,3,-0.763929538281843,35.6666666666667
63,0.108111554234818,29,3,1.45262666484767,33
64,0.151841206899111,31,3,4.18465190204792,35.6666666666667
65,0.0540672212702757,36,2,-0.714248361720649,37
66,0.062520356981334,31,2,-0.463101616665455,32
67,0.117783035656383,32,2,1.12255511443243,34
68,0.121360857004267,31,2,1.84520229930362,33
69,0,34,2,3.88260652873566,34
70,0.194156014440958,28,2,2.54941985762255,31
71,0.0816780310142673,47,2,-0.711419762597302,49
72,0.0779615414697119,37,2,4.33303984703207,38.5
73,0.141078598259905,33,2,2.73608828893322,35.5
74,NaN,33,1,0,33
75,NaN,32,1,0,32
76,NaN,33,1,0,33
77,NaN,35,1,0,35
78,NaN,38,1,0,38
79,NaN,34,1,0,34
